표준산업분류,대분류,중분류,소분류,세분류,세세분류
33401,제조업,기타 제품 제조업,"인형, 장난감 및 오락용품 제조업","인형, 장난감 및 오락용품 제조업",인형 및 장난감 제조업
33402,제조업,기타 제품 제조업,"인형, 장난감 및 오락용품 제조업","인형, 장난감 및 오락용품 제조업",영상게임기 제조업
33409,제조업,기타 제품 제조업,"인형, 장난감 및 오락용품 제조업","인형, 장난감 및 오락용품 제조업",기타 오락용품 제조업
33120,제조업,기타 제품 제조업,귀금속 및 장신용품 제조업,모조 귀금속 및 모조 장신용품 제조업,모조 귀금속 및 모조 장신용품 제조업
33931,제조업,기타 제품 제조업,그 외 기타 제품 제조업,"가발, 장식용품 및 전시용 모형 제조업",가발 및 유사 제품 제조업
33910,제조업,기타 제품 제조업,그 외 기타 제품 제조업,간판 및 광고물 제조업,간판 및 광고물 제조업
33933,제조업,기타 제품 제조업,그 외 기타 제품 제조업,"가발, 장식용품 및 전시용 모형 제조업",표구 처리업
33932,제조업,기타 제품 제조업,그 외 기타 제품 제조업,"가발, 장식용품 및 전시용 모형 제조업",전시용 모형 제조업
33920,제조업,기타 제품 제조업,그 외 기타 제품 제조업,사무 및 회화용품 제조업,사무 및 회화용품 제조업
33993,제조업,기타 제품 제조업,그 외 기타 제품 제조업,그 외 기타 분류 안된 제품 제조업,비 및 솔 제조업
33999,제조업,기타 제품 제조업,그 외 기타 제품 제조업,그 외 기타 분류 안된 제품 제조업,그 외 기타 달리 분류되지 않은 제품 제조업
33991,제조업,기타 제품 제조업,그 외 기타 제품 제조업,그 외 기타 분류 안된 제품 제조업,단추 및 유사 파스너 제조업
33992,제조업,기타 제품 제조업,그 외 기타 제품 제조업,그 외 기타 분류 안된 제품 제조업,"라이터, 연소물 및 흡연용품 제조업"
75994,"사업시설 관리, 사업 지원 및 임대 서비스업",사업 지원 서비스업,기타 사업 지원 서비스업,그 외 기타 사업 지원 서비스업,포장 및 충전업
34019,제조업,산업용 기계 및 장비 수리업,산업용 기계 및 장비 수리업,일반 기계류 수리업,기타 일반 기계 및 장비 수리업
34020,제조업,산업용 기계 및 장비 수리업,산업용 기계 및 장비 수리업,전기ㆍ전자 및 정밀 기기 수리업,전기ㆍ전자 및 정밀 기기 수리업
34011,제조업,산업용 기계 및 장비 수리업,산업용 기계 및 장비 수리업,일반 기계류 수리업,건설ㆍ광업용 기계 및 장비 수리업
35114,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,태양력 발전업
35111,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,원자력 발전업
35112,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,수력 발전업
35113,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,화력 발전업
35119,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,발전업,기타 발전업
35120,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,송전 및 배전업,송전 및 배전업
35130,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",전기업,전기 판매업,전기 판매업
35200,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업
35300,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업","증기, 냉ㆍ온수 및 공기 조절 공급업","증기, 냉ㆍ온수 및 공기 조절 공급업","증기, 냉ㆍ온수 및 공기 조절 공급업"
38311,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","금속류 해체, 선별 및 원료 재생업",금속류 해체 및 선별업
38312,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","금속류 해체, 선별 및 원료 재생업",금속류 원료 재생업
38322,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","비금속류 해체, 선별 및 원료 재생업",비금속류 원료 재생업
38321,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","해체, 선별 및 원료 재생업","비금속류 해체, 선별 및 원료 재생업",비금속류 해체 및 선별업
39001,"수도, 하수 및 폐기물 처리, 원료 재생업",환경 정화 및 복원업,환경 정화 및 복원업,환경 정화 및 복원업,토양 및 지하수 정화업
39009,"수도, 하수 및 폐기물 처리, 원료 재생업",환경 정화 및 복원업,환경 정화 및 복원업,환경 정화 및 복원업,기타 환경 정화 및 복원업
36010,"수도, 하수 및 폐기물 처리, 원료 재생업",수도업,수도업,생활용수 공급업,생활용수 공급업
36020,"수도, 하수 및 폐기물 처리, 원료 재생업",수도업,수도업,산업용수 공급업,산업용수 공급업
37011,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업","하수, 폐수 및 분뇨 처리업",하수 및 폐수 처리업,하수 처리업
38110,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","폐기물 수집, 운반업","지정 외 폐기물 수집, 운반업","지정 외 폐기물 수집, 운반업"
38210,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,지정 외 폐기물 처리업,지정 외 폐기물 처리업
38240,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,"방사성 폐기물 수집, 운반 및 처리업","방사성 폐기물 수집, 운반 및 처리업"
38120,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","폐기물 수집, 운반업","지정 폐기물 수집, 운반업","지정 폐기물 수집, 운반업"
38130,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업","폐기물 수집, 운반업","건설 폐기물 수집, 운반업","건설 폐기물 수집, 운반업"
38220,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,지정 폐기물 처리업,지정 폐기물 처리업
38230,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",폐기물 처리업,건설 폐기물 처리업,건설 폐기물 처리업
37021,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업","하수, 폐수 및 분뇨 처리업",분뇨 처리업,사람 분뇨 처리업
37012,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업","하수, 폐수 및 분뇨 처리업",하수 및 폐수 처리업,폐수 처리업
37022,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업","하수, 폐수 및 분뇨 처리업",분뇨 처리업,축산 분뇨 처리업
41112,건설업,종합 건설업,건물 건설업,주거용 건물 건설업,아파트 건설업
68121,부동산업,부동산업,부동산 임대 및 공급업,부동산 개발 및 공급업,주거용 건물 개발 및 공급업
41129,건설업,종합 건설업,건물 건설업,비주거용 건물 건설업,기타 비주거용 건물 건설업
41111,건설업,종합 건설업,건물 건설업,주거용 건물 건설업,단독 주택 건설업
41119,건설업,종합 건설업,건물 건설업,주거용 건물 건설업,기타 공동 주택 건설업
41121,건설업,종합 건설업,건물 건설업,비주거용 건물 건설업,사무ㆍ상업용 및 공공기관용 건물 건설업
41122,건설업,종합 건설업,건물 건설업,비주거용 건물 건설업,제조업 및 유사 산업용 건물 건설업
41229,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,기타 토목 시설물 건설업
41210,건설업,종합 건설업,토목 건설업,지반조성 건설업,지반조성 건설업
41221,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,도로 건설업
41222,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,"교량, 터널 및 철도 건설업"
41223,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,"항만, 수로, 댐 및 유사 구조물 건설업"
41224,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,환경설비 건설업
41225,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,산업 생산시설 종합 건설업
41226,건설업,종합 건설업,토목 건설업,토목 시설물 건설업,조경 건설업
42491,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,기타 건축 마무리 공사업,"미장, 타일 및 방수 공사업"
42420,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,유리 및 창호 공사업,유리 및 창호 공사업
42122,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기반조성 관련 전문공사업,"보링, 그라우팅 및 관정 공사업"
42201,건설업,전문직별 공사업,건물설비 설치 공사업,건물설비 설치 공사업,배관 및 냉ㆍ난방 공사업
42412,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,"도장, 도배 및 내장 공사업","도배, 실내 장식 및 내장 목공사업"
42134,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,시설물 축조 관련 전문공사업,포장 공사업
42136,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,시설물 축조 관련 전문공사업,수중 공사업
42121,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기반조성 관련 전문공사업,토공사업
42500,건설업,전문직별 공사업,시설물 유지관리 공사업,시설물 유지관리 공사업,시설물 유지관리 공사업
42123,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,기반조성 관련 전문공사업,파일공사 및 축조관련 기초 공사업
42133,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,시설물 축조 관련 전문공사업,조적 및 석공사업
42203,건설업,전문직별 공사업,건물설비 설치 공사업,건물설비 설치 공사업,"방음, 방진 및 내화 공사업"
42204,건설업,전문직별 공사업,건물설비 설치 공사업,건물설비 설치 공사업,소방시설 공사업
42110,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,건물 및 구축물 해체 공사업,건물 및 구축물 해체 공사업
42131,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,시설물 축조 관련 전문공사업,철골 및 관련 구조물 공사업
42132,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,시설물 축조 관련 전문공사업,콘크리트 및 철근 공사업
42137,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,시설물 축조 관련 전문공사업,비계 및 형틀 공사업
42492,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,기타 건축 마무리 공사업,건물용 금속 공작물 설치 공사업
42135,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,시설물 축조 관련 전문공사업,철도 궤도 전문공사업
